"IMC Oranmore",53.2784222 ,-8.927789299999972,https://www.rte.ie/entertainment/listings/cinema/venue-imc-oranmore 
"Palas",53.270047, -9.052554,https://www.rte.ie/entertainment/listings/cinema/venue-pls
"Cinema Killarney",52.057696 ,-9.506220600000006,https://www.rte.ie/entertainment/listings/cinema/venue-cinema-killarney  
"Listowel Classic Movieplex",52.449761, -9.486104,https://www.rte.ie/entertainment/listings/cinema/venue-listowel-classic-movieplex  
"Omniplex Tralee",52.26351039999999 ,-9.708125099999961,https://www.rte.ie/entertainment/listings/cinema/venue-omniplex-tralee 
"Phoenix Cinema, Dingle",52.139892, -10.269410,https://www.rte.ie/entertainment/listings/cinema/venue-phoenix-cinema-dingle 
"ODEON Naas",53.2323692, -6.63927000000001,https://www.rte.ie/entertainment/listings/cinema/venue-odeon-naas
"ODEON Newbridge",53.1774866 , -6.797646999999984,https://www.rte.ie/entertainment/listings/cinema/venue-odeon-newbridge 
"IMC Kilkenny",52.6497973 ,-7.256633299999976,https://www.rte.ie/entertainment/listings/cinema/venue-imc-kilkenny 
"ODEON Portlaoise",53.03509589999999 ,-7.300447599999984,https://www.rte.ie/entertainment/listings/cinema/venue-odeon-portlaoise 
"Carrick Cineplex",53.9428697 , -8.104422900000031,https://www.rte.ie/entertainment/listings/cinema/venue-carrick-cineplex 
"ODEON Limerick",52.6649258 ,-8.552551300000005,https://www.rte.ie/entertainment/listings/cinema/venue-odeon-limerick
"Omniplex Limerick, Crescent Shopping Centre",52.64015200000001 , -8.64411999999993,https://www.rte.ie/entertainment/listings/cinema/venue-omniplex-limerick-crescent-shopping-centre
"Vue Limerick",52.6681069 ,-8.659812200000033,https://www.rte.ie/entertainment/listings/cinema/venue-vue-limerick 
"Omniplex Longford",53.73026040000001 ,-7.802051399999982,https://www.rte.ie/entertainment/listings/cinema/venue-omniplex-longford 
"IMC Dundalk",54.0076585 ,-6.4037739999999985,https://www.rte.ie/entertainment/listings/cinema/venue-imc-dundalk 
"Omniplex Dundalk",53.9917327 ,-6.377359599999977,https://www.rte.ie/entertainment/listings/cinema/venue-omniplex-dundalk 
"The Arc Cinema, Drogheda",53.3843787 ,-6.242089099999999,https://www.rte.ie/entertainment/listings/cinema/venue-the-arc-cinema-drogheda
"IMC Ballina",54.115904 ,-9.163788000000068,https://www.rte.ie/entertainment/listings/cinema/venue-imc-ballina
"Mayo Movieworld",53.856665 ,-9.286900999999943,https://www.rte.ie/entertainment/listings/cinema/venue-mayo-movieworld
"The W Cinema",53.800297 ,-9.525000999999975,https://www.rte.ie/entertainment/listings/cinema/venue-the-w-cinema
"Vue Ashbourne",53.5213674 ,-6.414173300000016,https://www.rte.ie/entertainment/listings/cinema/venue-vue-ashbourne
"Omniplex Monaghan",54.2424334 ,-7.001164099999983,https://www.rte.ie/entertainment/listings/cinema/venue-omniplex-monaghan
"IMC Tullamore",53.274585 ,-7.494434299999966,https://www.rte.ie/entertainment/listings/cinema/venue-imc-tullamore
"C&L Plex",53.631992, -8.179701,https://www.rte.ie/entertainment/listings/cinema/venue-cl-plex 
"Omniplex Sligo",54.272371 ,-8.47781299999997,https://www.rte.ie/entertainment/listings/cinema/venue-omniplex-sligo
"The Model",54.273025, -8.467839,https://www.rte.ie/entertainment/listings/cinema/venue-the-model 
